customer_id,signup_date,gender,age,city,state,acquisition_channel,customer_type,income_band
CUST012781,2024-03-20,Male,44,Ahmedabad,Gujarat,Organic Search,Loyal,High
CUST012782,2025-08-10,Non-binary,36,Bengaluru,Karnataka,Google Ads,Returning,Middle
CUST012783,2025-02-14,Female,34,Kolkata,West Bengal,Organic Search,Loyal,Upper-Middle
CUST012784,2025-04-07,Male,42,Indore,Madhya Pradesh,Referral,Loyal,Low
CUST012785,2024-03-19,Male,25,Surat,Gujarat,Instagram,Returning,Middle
CUST012786,2024-08-16,Male,27,Mumbai,Maharashtra,Affiliate,Loyal,Upper-Middle
CUST012787,2025-02-19,Female,49,Jaipur,Rajasthan,Google Ads,Returning,Middle
CUST012788,2024-12-19,Female,49,Chandigarh,Chandigarh,Google Ads,Loyal,Lower-Middle
CUST012789,2025-04-09,Male,18,Mumbai,Maharashtra,Instagram,New,High
CUST012790,2025-03-23,Female,29,Bengaluru,Karnataka,Google Ads,Loyal,Middle
CUST012791,2024-10-03,Male,43,Kolkata,West Bengal,Google Ads,New,Middle
CUST012792,2025-06-07,Male,38,Bengaluru,Karnataka,Instagram,New,Upper-Middle
CUST012793,2024-06-22,Male,33,Jaipur,Rajasthan,Affiliate,Returning,Low
CUST012794,2024-02-23,Male,22,Kochi,Kerala,Email,Loyal,Middle
CUST012795,2025-09-03,Female,29,Chennai,Tamil Nadu,Organic Search,Loyal,Middle
CUST012796,2024-01-16,Female,26,Pune,Maharashtra,Instagram,New,Middle
CUST012797,2024-07-08,Female,48,Lucknow,Uttar Pradesh,Organic Search,Returning,Middle
CUST012798,2024-03-17,Male,26,Lucknow,Uttar Pradesh,Google Ads,New,Middle
CUST012799,2024-06-04,Male,35,Lucknow,Uttar Pradesh,Email,Returning,Upper-Middle
CUST012800,2024-09-21,Male,38,Ahmedabad,Gujarat,Email,Returning,Low
CUST012801,2024-03-27,Male,33,Nagpur,Maharashtra,Email,Loyal,Lower-Middle
CUST012802,2024-11-08,Male,34,Hyderabad,Telangana,Organic Search,New,Lower-Middle
CUST012803,2025-09-12,Male,21,Hyderabad,Telangana,Affiliate,Loyal,Low
CUST012804,2024-04-01,Non-binary,30,Indore,Madhya Pradesh,Affiliate,Returning,Middle
CUST012805,2025-09-11,Female,31,Mumbai,Maharashtra,Instagram,Returning,Middle
CUST012806,2024-10-02,Male,28,Indore,Madhya Pradesh,Instagram,Returning,Middle
CUST012807,2025-01-31,Female,48,Chennai,Tamil Nadu,Email,Returning,Middle
CUST012808,2024-10-22,Male,53,Mumbai,Maharashtra,Instagram,Returning,Upper-Middle
CUST012809,2024-07-30,Female,44,Hyderabad,Telangana,Instagram,New,Low
CUST012810,2024-03-13,Female,49,Kolkata,West Bengal,Google Ads,New,Middle
CUST012811,2025-01-31,Male,28,Chennai,Tamil Nadu,Email,New,Low
CUST012812,2025-09-05,Non-binary,32,Nagpur,Maharashtra,Organic Search,New,Low
CUST012813,2024-12-14,Male,25,Kochi,Kerala,Email,Loyal,Lower-Middle
CUST012814,2025-02-04,Male,35,Kolkata,West Bengal,Email,New,Lower-Middle
CUST012815,2025-03-06,Female,25,Chandigarh,Chandigarh,Affiliate,New,High
CUST012816,2024-09-16,Female,23,Kochi,Kerala,Organic Search,Loyal,Middle
CUST012817,2024-03-21,Male,18,Jaipur,Rajasthan,Referral,Loyal,Low
CUST012818,2024-12-05,Male,39,Ahmedabad,Gujarat,Referral,Loyal,Upper-Middle
CUST012819,2025-08-04,Male,46,Nagpur,Maharashtra,Organic Search,Loyal,Lower-Middle
CUST012820,2024-07-29,Male,45,Bengaluru,Karnataka,Instagram,Loyal,Middle
CUST012821,2025-08-06,Male,42,Nagpur,Maharashtra,Affiliate,Loyal,Middle
CUST012822,2025-07-25,Male,42,Lucknow,Uttar Pradesh,Organic Search,Returning,Low
CUST012823,2024-06-12,Non-binary,31,Hyderabad,Telangana,Affiliate,Returning,Lower-Middle
CUST012824,2025-01-19,Female,18,Pune,Maharashtra,Google Ads,Returning,Low
CUST012825,2025-05-15,Non-binary,23,Kolkata,West Bengal,Organic Search,Returning,Middle
CUST012826,2024-11-27,Male,31,Chandigarh,Chandigarh,Google Ads,New,Upper-Middle
CUST012827,2025-04-12,Male,18,Jaipur,Rajasthan,Instagram,New,Low
CUST012828,2025-09-01,Female,40,Chennai,Tamil Nadu,Email,Loyal,Middle
CUST012829,2025-02-23,Female,38,Jaipur,Rajasthan,Organic Search,Loyal,Upper-Middle
CUST012830,2025-07-14,Female,39,Bengaluru,Karnataka,Organic Search,Loyal,Lower-Middle
CUST012831,2025-06-19,Male,43,Pune,Maharashtra,Affiliate,Returning,Lower-Middle
CUST012832,2025-06-27,Female,18,Lucknow,Uttar Pradesh,Organic Search,Returning,Lower-Middle
CUST012833,2025-07-24,Female,26,Pune,Maharashtra,Google Ads,New,Middle
CUST012834,2024-05-30,Male,22,Kochi,Kerala,Referral,Loyal,Upper-Middle
CUST012835,2024-01-13,Female,28,Pune,Maharashtra,Referral,Returning,Upper-Middle
CUST012836,2024-04-12,Male,27,Chandigarh,Chandigarh,Instagram,Loyal,Low
CUST012837,2024-06-16,Male,18,Lucknow,Uttar Pradesh,Instagram,New,Low
CUST012838,2025-04-06,Non-binary,41,Ahmedabad,Gujarat,Affiliate,Returning,Upper-Middle
CUST012839,2024-12-07,Female,47,Pune,Maharashtra,Affiliate,New,Lower-Middle
CUST012840,2024-11-09,Male,27,Pune,Maharashtra,Google Ads,Loyal,Upper-Middle
CUST012841,2024-01-07,Male,28,Mumbai,Maharashtra,Affiliate,New,Low
CUST012842,2025-04-02,Male,42,Bengaluru,Karnataka,Instagram,Returning,Middle
CUST012843,2024-08-31,Female,33,Delhi,Delhi,Google Ads,Loyal,Lower-Middle
CUST012844,2025-05-23,Female,40,Delhi,Delhi,Affiliate,Loyal,Middle
CUST012845,2024-03-16,Female,24,Bengaluru,Karnataka,Organic Search,Loyal,Lower-Middle
CUST012846,2024-07-16,Female,40,Delhi,Delhi,Instagram,New,Middle
CUST012847,2024-02-06,Male,38,Chandigarh,Chandigarh,Email,Returning,Lower-Middle
CUST012848,2024-07-09,Female,29,Pune,Maharashtra,Affiliate,Returning,Middle
CUST012849,2025-09-09,Male,34,Lucknow,Uttar Pradesh,Organic Search,Loyal,Lower-Middle
CUST012850,2024-11-24,Female,18,Pune,Maharashtra,Instagram,New,Middle
CUST012851,2024-10-21,Female,31,Surat,Gujarat,Organic Search,New,Middle
CUST012852,2024-07-02,Male,34,Bengaluru,Karnataka,Google Ads,Loyal,Lower-Middle
CUST012853,2024-06-26,Male,30,Nagpur,Maharashtra,Organic Search,Loyal,Middle
CUST012854,2025-03-22,Male,25,Pune,Maharashtra,Referral,Returning,Upper-Middle
CUST012855,2025-10-21,Male,48,Kochi,Kerala,Referral,Loyal,Lower-Middle
CUST012856,2025-05-14,Male,46,Surat,Gujarat,Organic Search,Returning,Lower-Middle
CUST012857,2025-05-08,Male,34,Kochi,Kerala,Google Ads,Loyal,Lower-Middle
CUST012858,2024-11-11,Female,38,Kochi,Kerala,Organic Search,Loyal,Upper-Middle
CUST012859,2024-03-06,Male,18,Mumbai,Maharashtra,Affiliate,Returning,Middle
CUST012860,2025-04-29,Female,23,Lucknow,Uttar Pradesh,Referral,New,Middle
CUST012861,2025-06-25,Male,29,Hyderabad,Telangana,Referral,New,Middle
CUST012862,2024-12-07,Male,23,Lucknow,Uttar Pradesh,Email,Loyal,Upper-Middle
CUST012863,2024-03-02,Male,44,Chandigarh,Chandigarh,Email,Loyal,Lower-Middle
CUST012864,2025-04-21,Non-binary,28,Hyderabad,Telangana,Organic Search,Returning,Middle
CUST012865,2025-09-08,Male,22,Pune,Maharashtra,Google Ads,Returning,Middle
CUST012866,2024-05-30,Male,54,Delhi,Delhi,Instagram,Loyal,Low
CUST012867,2024-04-16,Male,52,Chandigarh,Chandigarh,Google Ads,Returning,Middle
CUST012868,2025-05-09,Male,41,Chennai,Tamil Nadu,Instagram,Loyal,Middle
CUST012869,2024-08-09,Non-binary,18,Hyderabad,Telangana,Referral,Loyal,Upper-Middle
CUST012870,2025-04-23,Female,49,Hyderabad,Telangana,Referral,New,Lower-Middle
CUST012871,2025-04-15,Male,48,Chennai,Tamil Nadu,Organic Search,Returning,Middle
CUST012872,2024-06-27,Male,18,Pune,Maharashtra,Email,New,Lower-Middle
CUST012873,2024-01-29,Male,18,Nagpur,Maharashtra,Organic Search,New,Middle
CUST012874,2025-01-06,Female,28,Kochi,Kerala,Instagram,Returning,Low
CUST012875,2024-09-29,Male,38,Chennai,Tamil Nadu,Organic Search,Loyal,Middle
CUST012876,2025-07-26,Female,48,Delhi,Delhi,Instagram,New,Middle
CUST012877,2024-08-27,Male,18,Surat,Gujarat,Email,Returning,Middle
CUST012878,2024-06-15,Male,52,Kolkata,West Bengal,Organic Search,New,Middle
CUST012879,2025-07-29,Female,18,Bengaluru,Karnataka,Organic Search,New,Middle
CUST012880,2025-05-07,Female,43,Kolkata,West Bengal,Organic Search,New,Middle
CUST012881,2025-02-17,Female,34,Indore,Madhya Pradesh,Affiliate,New,Low
CUST012882,2025-09-30,Female,47,Nagpur,Maharashtra,Instagram,Loyal,Lower-Middle
CUST012883,2025-06-07,Female,38,Mumbai,Maharashtra,Affiliate,New,High
CUST012884,2025-08-02,Female,33,Ahmedabad,Gujarat,Google Ads,New,Upper-Middle
CUST012885,2025-06-18,Male,41,Indore,Madhya Pradesh,Instagram,Returning,Middle
CUST012886,2024-09-25,Female,26,Nagpur,Maharashtra,Affiliate,Returning,Upper-Middle
CUST012887,2024-02-11,Female,33,Delhi,Delhi,Affiliate,Loyal,Upper-Middle
CUST012888,2025-02-10,Female,21,Kolkata,West Bengal,Affiliate,Loyal,Lower-Middle
CUST012889,2025-05-26,Female,41,Ahmedabad,Gujarat,Organic Search,New,Middle
CUST012890,2025-10-25,Male,46,Indore,Madhya Pradesh,Instagram,Returning,Middle
CUST012891,2025-03-31,Female,39,Indore,Madhya Pradesh,Google Ads,Loyal,Middle
CUST012892,2025-01-15,Female,36,Kolkata,West Bengal,Organic Search,New,Lower-Middle
CUST012893,2025-01-20,Non-binary,31,Lucknow,Uttar Pradesh,Affiliate,New,Low
CUST012894,2024-03-17,Male,58,Kolkata,West Bengal,Instagram,New,Lower-Middle
CUST012895,2024-01-05,Non-binary,34,Lucknow,Uttar Pradesh,Referral,New,Lower-Middle
CUST012896,2024-01-31,Male,18,Kochi,Kerala,Instagram,Returning,Middle
CUST012897,2025-08-28,Female,40,Hyderabad,Telangana,Organic Search,New,Middle
CUST012898,2025-06-12,Female,35,Bengaluru,Karnataka,Referral,Loyal,Middle
CUST012899,2024-06-23,Female,55,Hyderabad,Telangana,Google Ads,Returning,Middle
CUST012900,2024-10-10,Female,34,Bengaluru,Karnataka,Referral,Returning,High
CUST012901,2024-11-19,Non-binary,20,Hyderabad,Telangana,Instagram,Loyal,Lower-Middle
CUST012902,2024-06-14,Male,51,Bengaluru,Karnataka,Referral,Returning,Middle
CUST012903,2024-10-09,Male,37,Lucknow,Uttar Pradesh,Affiliate,Loyal,Lower-Middle
CUST012904,2024-08-20,Female,28,Hyderabad,Telangana,Organic Search,Loyal,Lower-Middle
CUST012905,2025-04-09,Male,57,Bengaluru,Karnataka,Affiliate,Loyal,Middle
CUST012906,2025-05-21,Female,34,Mumbai,Maharashtra,Affiliate,New,Middle
CUST012907,2024-11-07,Female,28,Nagpur,Maharashtra,Referral,New,Upper-Middle
CUST012908,2025-10-25,Female,44,Mumbai,Maharashtra,Instagram,Returning,Middle
CUST012909,2025-08-04,Female,44,Lucknow,Uttar Pradesh,Referral,New,Middle
CUST012910,2025-06-15,Male,43,Nagpur,Maharashtra,Google Ads,New,Lower-Middle
CUST012911,2025-05-06,Female,47,Lucknow,Uttar Pradesh,Google Ads,New,Upper-Middle
CUST012912,2024-01-03,Female,18,Kochi,Kerala,Google Ads,New,High
CUST012913,2025-10-13,Female,42,Kochi,Kerala,Referral,New,Middle
CUST012914,2025-05-06,Male,35,Lucknow,Uttar Pradesh,Google Ads,New,Middle
CUST012915,2025-08-17,Male,35,Indore,Madhya Pradesh,Referral,Loyal,Lower-Middle
CUST012916,2025-08-31,Female,29,Chandigarh,Chandigarh,Organic Search,New,Lower-Middle
CUST012917,2024-06-19,Male,30,Lucknow,Uttar Pradesh,Organic Search,New,Lower-Middle
CUST012918,2024-01-10,Female,32,Indore,Madhya Pradesh,Email,Returning,Lower-Middle
CUST012919,2025-03-16,Male,35,Surat,Gujarat,Email,Loyal,Middle
CUST012920,2024-11-03,Female,18,Chennai,Tamil Nadu,Referral,Loyal,Middle
CUST012921,2024-01-14,Female,41,Pune,Maharashtra,Instagram,Returning,Middle
CUST012922,2025-10-25,Female,44,Bengaluru,Karnataka,Affiliate,Returning,Lower-Middle
CUST012923,2024-08-31,Female,39,Indore,Madhya Pradesh,Instagram,Returning,Middle
CUST012924,2024-06-23,Non-binary,40,Lucknow,Uttar Pradesh,Instagram,Returning,Middle
CUST012925,2025-03-13,Female,44,Chennai,Tamil Nadu,Instagram,Returning,Middle
CUST012926,2025-03-20,Female,36,Ahmedabad,Gujarat,Organic Search,New,Lower-Middle
CUST012927,2024-08-10,Male,56,Pune,Maharashtra,Organic Search,Loyal,Middle
CUST012928,2025-07-22,Female,34,Kochi,Kerala,Organic Search,Loyal,Upper-Middle
CUST012929,2025-01-23,Female,44,Kolkata,West Bengal,Google Ads,Loyal,Middle
CUST012930,2024-04-17,Male,25,Mumbai,Maharashtra,Referral,New,Lower-Middle
CUST012931,2024-08-05,Female,33,Hyderabad,Telangana,Google Ads,Loyal,High
CUST012932,2025-07-21,Male,45,Nagpur,Maharashtra,Referral,New,Middle
CUST012933,2024-02-29,Female,32,Chennai,Tamil Nadu,Email,Loyal,Middle
CUST012934,2024-01-09,Female,28,Hyderabad,Telangana,Affiliate,New,Middle
CUST012935,2025-03-15,Male,37,Indore,Madhya Pradesh,Organic Search,Loyal,Upper-Middle
CUST012936,2024-10-22,Male,34,Pune,Maharashtra,Organic Search,New,Upper-Middle
CUST012937,2024-06-18,Non-binary,25,Kolkata,West Bengal,Email,Loyal,Lower-Middle
CUST012938,2024-11-11,Male,30,Chennai,Tamil Nadu,Google Ads,Returning,Upper-Middle
CUST012939,2024-05-02,Female,36,Chandigarh,Chandigarh,Affiliate,Returning,Low
CUST012940,2024-09-07,Female,18,Bengaluru,Karnataka,Instagram,Loyal,Upper-Middle
CUST012941,2024-06-05,Female,34,Indore,Madhya Pradesh,Referral,New,Lower-Middle
CUST012942,2025-01-27,Male,25,Bengaluru,Karnataka,Instagram,Returning,Lower-Middle
CUST012943,2025-03-26,Male,31,Kochi,Kerala,Referral,New,Middle
CUST012944,2025-09-04,Female,21,Chennai,Tamil Nadu,Google Ads,Returning,Lower-Middle
CUST012945,2024-02-15,Male,30,Lucknow,Uttar Pradesh,Google Ads,Returning,Upper-Middle
CUST012946,2024-08-06,Female,52,Nagpur,Maharashtra,Instagram,Returning,Lower-Middle
CUST012947,2024-06-25,Non-binary,24,Chandigarh,Chandigarh,Email,Returning,Middle
CUST012948,2025-01-22,Female,27,Hyderabad,Telangana,Organic Search,New,Middle
CUST012949,2024-12-22,Male,30,Chandigarh,Chandigarh,Email,Loyal,Middle
CUST012950,2025-08-10,Female,18,Mumbai,Maharashtra,Instagram,New,Lower-Middle
CUST012951,2025-09-06,Male,18,Ahmedabad,Gujarat,Email,Loyal,Middle
CUST012952,2025-06-01,Female,39,Pune,Maharashtra,Affiliate,New,Lower-Middle
CUST012953,2024-05-13,Male,28,Surat,Gujarat,Organic Search,Returning,Lower-Middle
CUST012954,2024-01-28,Female,52,Pune,Maharashtra,Google Ads,New,Middle
CUST012955,2025-08-24,Female,25,Kochi,Kerala,Affiliate,Loyal,Middle
CUST012956,2025-09-22,Male,52,Nagpur,Maharashtra,Organic Search,Returning,Middle
CUST012957,2024-06-16,Male,18,Delhi,Delhi,Organic Search,Loyal,Upper-Middle
CUST012958,2024-02-01,Female,32,Nagpur,Maharashtra,Google Ads,Returning,Middle
CUST012959,2025-03-31,Female,25,Pune,Maharashtra,Google Ads,Returning,Middle
CUST012960,2025-01-28,Male,42,Nagpur,Maharashtra,Referral,Returning,Lower-Middle
CUST012961,2025-08-17,Female,27,Kochi,Kerala,Referral,New,Upper-Middle
CUST012962,2025-01-19,Male,28,Nagpur,Maharashtra,Organic Search,Returning,Lower-Middle
CUST012963,2025-05-23,Female,33,Nagpur,Maharashtra,Organic Search,Loyal,Lower-Middle
CUST012964,2025-06-10,Female,59,Indore,Madhya Pradesh,Organic Search,Returning,Lower-Middle
CUST012965,2024-01-07,Female,48,Indore,Madhya Pradesh,Organic Search,New,Middle
CUST012966,2024-04-09,Male,29,Surat,Gujarat,Instagram,Returning,Upper-Middle
CUST012967,2025-06-05,Female,24,Lucknow,Uttar Pradesh,Email,Loyal,Upper-Middle
CUST012968,2024-04-29,Female,25,Hyderabad,Telangana,Google Ads,Loyal,Upper-Middle
CUST012969,2024-05-17,Male,23,Mumbai,Maharashtra,Instagram,New,Lower-Middle
CUST012970,2025-05-18,Female,44,Kochi,Kerala,Organic Search,Returning,Lower-Middle
CUST012971,2024-05-16,Male,26,Surat,Gujarat,Referral,New,Lower-Middle
CUST012972,2024-04-10,Female,46,Ahmedabad,Gujarat,Affiliate,Returning,Middle
CUST012973,2024-01-10,Female,46,Indore,Madhya Pradesh,Organic Search,Loyal,Middle
CUST012974,2024-11-10,Female,32,Bengaluru,Karnataka,Referral,Loyal,Middle
CUST012975,2025-03-02,Male,19,Pune,Maharashtra,Referral,New,Upper-Middle
CUST012976,2025-05-04,Female,42,Kochi,Kerala,Affiliate,Returning,Lower-Middle
CUST012977,2025-08-28,Female,21,Kochi,Kerala,Google Ads,New,Middle
CUST012978,2025-03-11,Female,34,Lucknow,Uttar Pradesh,Organic Search,Returning,Middle
CUST012979,2025-05-21,Female,49,Chandigarh,Chandigarh,Google Ads,New,Middle
CUST012980,2024-05-20,Male,18,Bengaluru,Karnataka,Affiliate,Loyal,Lower-Middle
CUST012981,2024-08-15,Male,31,Pune,Maharashtra,Referral,New,Low
CUST012982,2024-07-22,Female,27,Nagpur,Maharashtra,Organic Search,Returning,Lower-Middle
CUST012983,2024-02-13,Female,29,Delhi,Delhi,Google Ads,Returning,Upper-Middle
CUST012984,2025-10-10,Male,20,Pune,Maharashtra,Google Ads,Loyal,Upper-Middle
CUST012985,2024-06-10,Male,55,Chennai,Tamil Nadu,Organic Search,New,Middle
CUST012986,2024-10-27,Male,36,Indore,Madhya Pradesh,Email,New,Middle
CUST012987,2024-08-26,Male,18,Jaipur,Rajasthan,Organic Search,Loyal,Middle
CUST012988,2024-01-30,Non-binary,38,Jaipur,Rajasthan,Referral,New,Middle
CUST012989,2025-08-27,Male,45,Nagpur,Maharashtra,Google Ads,Loyal,Middle
CUST012990,2024-05-26,Male,33,Chennai,Tamil Nadu,Google Ads,Loyal,Middle
CUST012991,2024-03-08,Female,50,Mumbai,Maharashtra,Google Ads,New,Middle
CUST012992,2024-08-17,Male,18,Delhi,Delhi,Organic Search,New,Middle
CUST012993,2024-04-06,Male,45,Kolkata,West Bengal,Google Ads,New,Middle
CUST012994,2025-10-30,Female,31,Indore,Madhya Pradesh,Organic Search,New,Middle
CUST012995,2024-05-06,Male,25,Delhi,Delhi,Affiliate,Loyal,Middle
CUST012996,2024-07-21,Male,42,Chandigarh,Chandigarh,Organic Search,Returning,Middle
CUST012997,2024-06-30,Female,42,Lucknow,Uttar Pradesh,Referral,Returning,Middle
CUST012998,2024-01-18,Female,49,Bengaluru,Karnataka,Google Ads,New,Middle
CUST012999,2024-01-09,Female,49,Kolkata,West Bengal,Organic Search,New,Low
CUST013000,2024-12-09,Male,35,Kolkata,West Bengal,Instagram,Returning,Middle
CUST013001,2024-06-04,Female,18,Mumbai,Maharashtra,Organic Search,Loyal,Lower-Middle
CUST013002,2024-02-25,Female,18,Surat,Gujarat,Email,Loyal,Middle
CUST013003,2024-07-13,Male,18,Ahmedabad,Gujarat,Organic Search,Returning,Low
CUST013004,2024-07-02,Male,30,Ahmedabad,Gujarat,Organic Search,Returning,Middle
CUST013005,2024-10-10,Female,36,Jaipur,Rajasthan,Google Ads,Loyal,Middle
CUST013006,2025-10-25,Male,39,Pune,Maharashtra,Instagram,Returning,Lower-Middle
CUST013007,2024-07-24,Female,40,Pune,Maharashtra,Instagram,Loyal,Upper-Middle
CUST013008,2025-04-16,Male,26,Nagpur,Maharashtra,Google Ads,Loyal,Upper-Middle
CUST013009,2025-05-29,Male,48,Nagpur,Maharashtra,Affiliate,Returning,Middle
CUST013010,2024-02-03,Female,50,Bengaluru,Karnataka,Organic Search,Returning,Lower-Middle
CUST013011,2024-12-01,Female,24,Jaipur,Rajasthan,Organic Search,Loyal,Lower-Middle
CUST013012,2024-10-27,Male,33,Surat,Gujarat,Email,Loyal,Lower-Middle
CUST013013,2024-12-05,Female,41,Chennai,Tamil Nadu,Referral,Returning,Low
CUST013014,2024-04-24,Female,49,Delhi,Delhi,Organic Search,Returning,Lower-Middle
CUST013015,2024-11-07,Male,40,Kolkata,West Bengal,Google Ads,Loyal,Lower-Middle
CUST013016,2024-03-23,Female,28,Bengaluru,Karnataka,Organic Search,Returning,Middle
CUST013017,2025-09-24,Female,24,Surat,Gujarat,Google Ads,New,Lower-Middle
CUST013018,2025-01-27,Male,23,Kolkata,West Bengal,Google Ads,New,Middle
CUST013019,2024-01-24,Female,31,Nagpur,Maharashtra,Referral,New,Middle
CUST013020,2024-12-04,Non-binary,29,Surat,Gujarat,Instagram,Returning,Low
CUST013021,2025-09-11,Female,21,Lucknow,Uttar Pradesh,Google Ads,New,Lower-Middle
CUST013022,2025-05-11,Male,41,Nagpur,Maharashtra,Google Ads,Loyal,Middle
CUST013023,2024-07-01,Female,30,Lucknow,Uttar Pradesh,Organic Search,Returning,Middle
CUST013024,2025-08-19,Female,38,Pune,Maharashtra,Affiliate,Returning,Middle
CUST013025,2024-05-04,Male,21,Mumbai,Maharashtra,Email,Returning,Low
CUST013026,2024-06-14,Female,44,Pune,Maharashtra,Affiliate,Loyal,Lower-Middle
CUST013027,2024-04-13,Female,42,Mumbai,Maharashtra,Referral,Returning,Middle
CUST013028,2025-09-09,Male,46,Delhi,Delhi,Email,Returning,Lower-Middle
CUST013029,2025-04-24,Male,33,Chandigarh,Chandigarh,Google Ads,Loyal,Lower-Middle
CUST013030,2024-12-12,Female,32,Kochi,Kerala,Google Ads,Returning,Middle
CUST013031,2025-03-22,Non-binary,40,Kochi,Kerala,Email,Loyal,Middle
CUST013032,2024-06-22,Male,47,Kolkata,West Bengal,Organic Search,Loyal,Middle
CUST013033,2024-02-17,Male,34,Kolkata,West Bengal,Organic Search,New,Low
CUST013034,2025-07-19,Male,18,Surat,Gujarat,Instagram,New,Lower-Middle
CUST013035,2025-10-07,Female,29,Bengaluru,Karnataka,Google Ads,Loyal,Upper-Middle
CUST013036,2024-01-24,Male,48,Jaipur,Rajasthan,Email,Returning,Low
CUST013037,2024-02-04,Female,42,Hyderabad,Telangana,Affiliate,Returning,Low
CUST013038,2025-01-09,Male,37,Pune,Maharashtra,Email,Loyal,Middle
CUST013039,2024-01-29,Female,30,Kochi,Kerala,Organic Search,Loyal,Middle
CUST013040,2025-04-27,Female,51,Bengaluru,Karnataka,Google Ads,Loyal,Middle
CUST013041,2025-09-24,Female,24,Lucknow,Uttar Pradesh,Referral,Loyal,Lower-Middle
CUST013042,2024-07-06,Male,34,Indore,Madhya Pradesh,Google Ads,Loyal,Lower-Middle
CUST013043,2024-07-15,Female,39,Chandigarh,Chandigarh,Google Ads,Returning,High
CUST013044,2025-07-31,Male,38,Indore,Madhya Pradesh,Instagram,New,Middle
CUST013045,2024-08-26,Male,26,Lucknow,Uttar Pradesh,Google Ads,New,Middle
CUST013046,2024-06-09,Female,42,Pune,Maharashtra,Referral,New,Middle
CUST013047,2024-02-26,Female,40,Kochi,Kerala,Instagram,Loyal,Lower-Middle
CUST013048,2025-07-15,Female,36,Delhi,Delhi,Instagram,Loyal,Middle
CUST013049,2025-09-11,Male,38,Chandigarh,Chandigarh,Organic Search,New,Low
CUST013050,2024-02-22,Female,29,Chandigarh,Chandigarh,Affiliate,New,Lower-Middle
CUST013051,2025-06-21,Male,53,Lucknow,Uttar Pradesh,Email,Returning,Middle
CUST013052,2024-04-16,Female,48,Pune,Maharashtra,Referral,Loyal,Middle
CUST013053,2024-04-02,Male,27,Indore,Madhya Pradesh,Affiliate,Returning,Upper-Middle
CUST013054,2024-09-11,Female,32,Indore,Madhya Pradesh,Google Ads,Loyal,Middle
CUST013055,2024-10-19,Female,46,Lucknow,Uttar Pradesh,Email,New,Middle
CUST013056,2025-07-25,Male,41,Hyderabad,Telangana,Referral,Returning,High
CUST013057,2025-04-13,Female,35,Mumbai,Maharashtra,Organic Search,Loyal,Middle
CUST013058,2024-04-06,Female,24,Chennai,Tamil Nadu,Email,Returning,Upper-Middle
CUST013059,2025-01-25,Female,25,Lucknow,Uttar Pradesh,Organic Search,New,Middle
CUST013060,2025-08-08,Female,35,Pune,Maharashtra,Google Ads,Returning,Middle
CUST013061,2025-03-18,Male,51,Pune,Maharashtra,Organic Search,Returning,High
CUST013062,2024-06-02,Male,46,Bengaluru,Karnataka,Affiliate,Returning,Upper-Middle
CUST013063,2024-03-27,Male,41,Surat,Gujarat,Referral,New,Lower-Middle
CUST013064,2024-10-29,Female,42,Nagpur,Maharashtra,Organic Search,Returning,Middle
CUST013065,2024-11-11,Male,18,Mumbai,Maharashtra,Organic Search,Loyal,Upper-Middle
CUST013066,2024-08-23,Female,37,Bengaluru,Karnataka,Organic Search,Loyal,Low
CUST013067,2024-03-14,Female,37,Pune,Maharashtra,Google Ads,New,Lower-Middle
CUST013068,2024-03-20,Female,20,Indore,Madhya Pradesh,Organic Search,Returning,Upper-Middle
CUST013069,2024-12-19,Male,57,Bengaluru,Karnataka,Affiliate,New,Low
CUST013070,2025-09-23,Female,39,Mumbai,Maharashtra,Organic Search,Loyal,Middle
CUST013071,2025-02-04,Male,40,Kolkata,West Bengal,Google Ads,Loyal,Upper-Middle
CUST013072,2024-10-20,Female,27,Delhi,Delhi,Referral,Loyal,Upper-Middle
CUST013073,2025-09-15,Male,37,Nagpur,Maharashtra,Referral,New,High
CUST013074,2025-04-06,Male,36,Surat,Gujarat,Google Ads,Returning,Middle
CUST013075,2025-04-25,Female,54,Mumbai,Maharashtra,Organic Search,New,Upper-Middle
CUST013076,2025-01-19,Male,44,Indore,Madhya Pradesh,Organic Search,New,High
CUST013077,2025-05-25,Male,36,Surat,Gujarat,Affiliate,Loyal,Middle
CUST013078,2024-12-01,Male,19,Chandigarh,Chandigarh,Organic Search,Returning,Middle
CUST013079,2025-02-20,Male,22,Bengaluru,Karnataka,Instagram,New,Lower-Middle
CUST013080,2025-02-16,Female,18,Bengaluru,Karnataka,Google Ads,Returning,Middle
CUST013081,2025-05-18,Male,31,Delhi,Delhi,Affiliate,Returning,Lower-Middle
CUST013082,2025-08-23,Male,40,Lucknow,Uttar Pradesh,Email,Returning,Middle
CUST013083,2024-07-15,Female,35,Ahmedabad,Gujarat,Referral,Returning,Upper-Middle
CUST013084,2025-04-12,Male,41,Ahmedabad,Gujarat,Google Ads,Loyal,Lower-Middle
CUST013085,2024-01-22,Male,56,Indore,Madhya Pradesh,Referral,Loyal,Middle
CUST013086,2024-12-22,Male,25,Ahmedabad,Gujarat,Organic Search,Loyal,Middle
CUST013087,2025-08-24,Female,25,Mumbai,Maharashtra,Organic Search,New,Upper-Middle
CUST013088,2025-03-07,Female,36,Kochi,Kerala,Referral,Returning,Upper-Middle
