order_id,customer_id,order_date,payment_method,shipping_type,order_status,total_amount,discount_amount,shipping_cost
ORD0067293,CUST027993,2025-01-03,Debit Card,Standard,Completed,5248.14,756.81,99.94
ORD0067294,CUST037817,2024-01-31,Credit Card,Standard,Completed,485.82,46.72,78.09
ORD0067295,CUST010352,2024-05-28,Wallet,Standard,Completed,1526.14,258.27,57.76
ORD0067296,CUST005942,2025-08-06,Debit Card,Standard,Completed,3819.5,633.36,64.61
ORD0067297,CUST044174,2024-12-29,Debit Card,Express,Returned,5019.67,331.62,130.42
ORD0067298,CUST034242,2024-05-01,Net Banking,Standard,Completed,1818.82,234.51,91.16
ORD0067299,CUST048893,2024-02-10,UPI,Standard,Cancelled,8701.56,96.04,94.35
ORD0067300,CUST034340,2024-07-14,Credit Card,Express,Completed,502.33,100.12,123.36
ORD0067301,CUST027364,2025-05-17,Credit Card,Standard,Completed,9391.07,1021.34,90.69
ORD0067302,CUST002394,2025-07-02,Debit Card,Standard,Completed,5637.79,682.12,77.27
ORD0067303,CUST042872,2025-11-01,Net Banking,Same Day,Completed,1283.26,102.76,276.19
ORD0067304,CUST035405,2024-06-30,Wallet,Standard,Completed,891.05,130.22,99.43
ORD0067305,CUST004307,2025-02-05,UPI,Express,Completed,1751.88,178.78,114.85
ORD0067306,CUST039600,2025-11-25,Credit Card,Standard,Returned,4355.57,682.46,72.47
ORD0067307,CUST017976,2024-07-18,UPI,Same Day,Completed,2512.63,554.18,331.11
ORD0067308,CUST007216,2025-04-18,COD,Standard,Completed,1315.74,89.69,93.85
ORD0067309,CUST001698,2024-02-07,Credit Card,Standard,Completed,673.45,169.84,73.11
ORD0067310,CUST031407,2025-11-09,Credit Card,Standard,Completed,7018.12,1611.54,79.57
ORD0067311,CUST003677,2025-05-14,Credit Card,Express,Returned,2001.66,267.28,175.62
ORD0067312,CUST045125,2025-05-17,UPI,Standard,Completed,5792.65,702.5,70.36
ORD0067313,CUST016297,2024-03-30,Debit Card,Express,Returned,4865.74,309.9,152.77
ORD0067314,CUST029862,2024-03-13,UPI,Standard,Completed,1057.43,24.41,91.24
ORD0067315,CUST020463,2024-10-31,Credit Card,Standard,Cancelled,212.45,1.73,95.14
ORD0067316,CUST001007,2024-01-21,Net Banking,Standard,Completed,4568.44,118.72,63.6
ORD0067317,CUST028761,2025-02-16,Debit Card,Express,Completed,6022.9,64.66,168.79
ORD0067318,CUST002114,2024-03-26,UPI,Express,Completed,1463.47,6.57,137.7
ORD0067319,CUST004069,2025-09-22,Credit Card,Same Day,Completed,3164.26,186.28,279.49
ORD0067320,CUST003400,2024-10-07,UPI,Standard,Completed,4189.75,333.27,53.8
ORD0067321,CUST039743,2025-10-22,COD,Same Day,Completed,597.87,52.8,197.1
ORD0067322,CUST042371,2025-12-12,Wallet,Standard,Completed,972.63,10.17,80.94
ORD0067323,CUST045763,2025-10-29,Debit Card,Standard,Completed,3121.61,280.57,60.31
ORD0067324,CUST034517,2025-09-29,Debit Card,Standard,Completed,12278.0,2061.97,91.59
ORD0067325,CUST017809,2024-11-19,Net Banking,Express,Completed,1590.33,292.04,171.08
ORD0067326,CUST010581,2025-05-27,Credit Card,Same Day,Completed,2371.83,277.02,209.71
ORD0067327,CUST044910,2024-06-16,Credit Card,Express,Completed,5872.53,660.8,141.81
ORD0067328,CUST026387,2025-07-04,UPI,Standard,Completed,1115.22,103.14,40.58
ORD0067329,CUST030740,2025-03-21,Net Banking,Standard,Returned,790.42,212.92,87.87
ORD0067330,CUST037700,2024-03-28,Wallet,Standard,Completed,19663.56,4609.02,56.36
ORD0067331,CUST029387,2024-12-09,UPI,Express,Completed,15447.21,1690.9,99.43
ORD0067332,CUST025776,2024-05-14,Credit Card,Standard,Completed,16642.96,3387.08,57.67
ORD0067333,CUST004361,2024-02-10,Debit Card,Express,Completed,6973.66,701.23,124.93
ORD0067334,CUST034678,2025-07-30,Debit Card,Express,Completed,6623.91,809.67,182.67
ORD0067335,CUST013964,2024-04-30,COD,Standard,Completed,1166.5,0.0,43.13
ORD0067336,CUST040603,2025-03-13,UPI,Same Day,Completed,2298.28,293.93,299.32
ORD0067337,CUST035837,2025-07-02,UPI,Standard,Completed,5560.08,1132.72,57.11
ORD0067338,CUST043599,2025-07-18,UPI,Express,Completed,16819.51,1725.06,175.27
ORD0067339,CUST034690,2025-07-19,Credit Card,Standard,Completed,10654.2,857.74,68.57
ORD0067340,CUST049146,2024-08-29,Credit Card,Standard,Completed,483.0,26.31,89.92
ORD0067341,CUST009439,2025-02-16,Debit Card,Standard,Completed,1076.64,69.39,79.82
ORD0067342,CUST017334,2024-03-27,Net Banking,Standard,Completed,4800.5,196.94,56.34
ORD0067343,CUST005820,2024-01-18,Debit Card,Standard,Completed,4817.86,977.51,84.79
ORD0067344,CUST013467,2024-01-21,Credit Card,Standard,Completed,1022.93,33.36,46.61
ORD0067345,CUST005029,2025-10-21,UPI,Express,Completed,213.06,5.66,155.22
ORD0067346,CUST005550,2024-05-08,COD,Same Day,Completed,3907.42,348.86,274.08
ORD0067347,CUST035815,2025-07-31,UPI,Express,Completed,4547.78,801.33,198.52
ORD0067348,CUST001844,2025-01-14,COD,Standard,Completed,1706.42,202.16,78.25
ORD0067349,CUST014451,2025-01-11,Debit Card,Standard,Completed,4356.88,749.39,48.16
ORD0067350,CUST023344,2025-03-26,Wallet,Same Day,Completed,15285.9,2178.32,315.76
ORD0067351,CUST000248,2024-08-21,UPI,Standard,Completed,6360.18,199.26,90.77
ORD0067352,CUST007662,2024-10-03,Wallet,Same Day,Completed,12558.61,291.99,336.13
ORD0067353,CUST014905,2025-08-25,Credit Card,Standard,Completed,22457.35,4206.54,60.59
ORD0067354,CUST030632,2025-12-23,UPI,Standard,Completed,4665.51,832.27,93.63
ORD0067355,CUST007402,2024-08-14,UPI,Express,Completed,8401.4,0.0,193.22
ORD0067356,CUST040596,2025-06-07,UPI,Express,Completed,10042.0,743.19,138.0
ORD0067357,CUST021603,2025-03-20,Debit Card,Express,Completed,7358.79,2059.11,124.8
ORD0067358,CUST021737,2024-01-08,UPI,Standard,Completed,8585.54,719.37,68.4
ORD0067359,CUST031672,2025-04-23,Debit Card,Standard,Completed,32186.47,565.43,56.78
ORD0067360,CUST025514,2024-04-08,Credit Card,Express,Completed,173.07,43.82,97.13
ORD0067361,CUST012077,2024-07-20,Debit Card,Standard,Completed,945.15,224.19,45.09
ORD0067362,CUST023472,2024-10-28,Debit Card,Standard,Completed,1840.85,417.79,93.42
ORD0067363,CUST024362,2024-07-16,Debit Card,Same Day,Completed,2300.7,120.66,196.05
ORD0067364,CUST001155,2024-02-26,Credit Card,Standard,Returned,5573.49,1072.07,55.42
ORD0067365,CUST013483,2025-07-27,Debit Card,Express,Completed,12469.94,1764.86,171.02
ORD0067366,CUST041057,2024-03-23,UPI,Standard,Cancelled,903.06,148.57,41.05
ORD0067367,CUST016710,2024-12-25,Debit Card,Standard,Completed,3584.23,406.5,74.37
ORD0067368,CUST009695,2024-12-13,UPI,Express,Cancelled,2254.14,136.66,171.28
ORD0067369,CUST045310,2025-01-13,Credit Card,Same Day,Completed,2900.13,281.99,260.48
ORD0067370,CUST009563,2025-08-16,UPI,Express,Returned,7261.68,509.12,188.08
ORD0067371,CUST016500,2025-02-04,Debit Card,Standard,Completed,219.44,40.38,93.63
ORD0067372,CUST006790,2024-08-17,Credit Card,Standard,Completed,959.8,148.09,66.03
ORD0067373,CUST018226,2025-08-31,Debit Card,Standard,Completed,820.86,62.76,44.06
ORD0067374,CUST049026,2024-08-13,COD,Standard,Completed,3535.23,278.69,81.33
ORD0067375,CUST000823,2024-08-10,Wallet,Standard,Completed,1875.9,187.93,50.5
ORD0067376,CUST044505,2024-09-29,UPI,Standard,Completed,3715.48,49.26,49.54
ORD0067377,CUST040987,2025-01-30,Wallet,Standard,Completed,3158.61,650.83,61.88
ORD0067378,CUST031267,2025-08-24,Wallet,Express,Cancelled,5366.83,459.28,142.68
ORD0067379,CUST025359,2024-11-02,Debit Card,Standard,Completed,28264.08,0.0,64.05
ORD0067380,CUST015115,2024-09-23,Credit Card,Standard,Completed,9138.44,1469.64,89.21
ORD0067381,CUST027928,2024-11-29,UPI,Standard,Completed,4254.64,425.3,43.06
ORD0067382,CUST020515,2024-11-05,Debit Card,Standard,Returned,2307.31,397.06,97.96
ORD0067383,CUST016447,2024-03-19,Debit Card,Express,Completed,32775.07,1874.06,114.5
ORD0067384,CUST043674,2024-10-10,UPI,Standard,Completed,1655.06,219.5,82.55
ORD0067385,CUST023856,2024-09-27,Debit Card,Same Day,Completed,2748.07,265.28,201.16
ORD0067386,CUST042016,2024-11-13,COD,Standard,Completed,3263.8,37.8,67.28
ORD0067387,CUST020267,2025-12-19,Debit Card,Standard,Completed,3383.49,138.78,88.57
ORD0067388,CUST046683,2025-05-17,Net Banking,Same Day,Completed,15420.75,5.58,304.82
ORD0067389,CUST018816,2025-11-18,Debit Card,Express,Completed,405.07,96.34,114.52
ORD0067390,CUST006793,2025-01-13,Net Banking,Standard,Completed,134.97,12.53,90.33
ORD0067391,CUST042425,2024-09-04,UPI,Standard,Completed,280.5,31.29,52.6
ORD0067392,CUST023165,2025-05-20,Net Banking,Standard,Completed,4705.26,253.7,67.66
ORD0067393,CUST027196,2024-06-17,Credit Card,Express,Completed,19876.13,1732.26,171.63
ORD0067394,CUST022429,2024-03-14,UPI,Standard,Completed,5910.0,0.0,45.26
ORD0067395,CUST007271,2025-08-30,UPI,Standard,Completed,1322.85,63.17,56.37
ORD0067396,CUST027336,2025-09-10,UPI,Standard,Completed,8911.35,615.0,83.69
ORD0067397,CUST024146,2024-08-07,Credit Card,Express,Completed,6762.09,557.42,171.75
ORD0067398,CUST007224,2025-05-21,Net Banking,Express,Completed,560.59,23.22,148.1
ORD0067399,CUST044113,2025-04-03,Debit Card,Standard,Completed,1340.7,297.72,94.15
ORD0067400,CUST020562,2025-09-08,COD,Express,Returned,5839.44,1077.35,171.16
ORD0067401,CUST041061,2025-08-10,UPI,Standard,Completed,3824.67,246.34,43.05
ORD0067402,CUST031225,2025-12-11,Credit Card,Standard,Completed,806.25,207.0,46.29
ORD0067403,CUST034326,2024-08-30,Wallet,Standard,Cancelled,5119.91,751.17,50.27
ORD0067404,CUST029055,2025-08-10,Debit Card,Standard,Returned,555.78,82.1,67.82
ORD0067405,CUST030373,2024-07-23,Credit Card,Standard,Returned,14467.27,2259.55,46.02
ORD0067406,CUST030829,2024-01-11,UPI,Express,Completed,181.81,23.2,114.58
ORD0067407,CUST033433,2024-08-27,Net Banking,Standard,Completed,3600.22,146.21,76.97
ORD0067408,CUST004912,2024-04-14,Credit Card,Express,Completed,7457.82,762.53,109.38
ORD0067409,CUST038109,2024-03-15,Credit Card,Standard,Completed,28097.97,1094.48,53.19
ORD0067410,CUST034493,2025-09-06,UPI,Standard,Completed,8162.85,1605.3,52.76
ORD0067411,CUST046793,2024-08-11,Debit Card,Standard,Completed,13545.1,560.3,63.23
ORD0067412,CUST013215,2024-10-22,Credit Card,Standard,Completed,1345.4,106.75,65.5
ORD0067413,CUST022368,2025-04-16,UPI,Standard,Completed,5265.68,334.54,89.17
ORD0067414,CUST027264,2024-11-04,Debit Card,Standard,Completed,1321.43,139.98,90.1
ORD0067415,CUST009558,2025-04-19,UPI,Same Day,Completed,4837.2,603.72,296.44
ORD0067416,CUST045383,2024-06-07,COD,Standard,Completed,3203.91,0.0,59.91
ORD0067417,CUST028765,2024-11-22,UPI,Standard,Completed,5556.12,727.72,70.26
ORD0067418,CUST044380,2024-06-30,UPI,Standard,Cancelled,1368.18,203.75,50.77
ORD0067419,CUST017851,2024-04-16,Credit Card,Express,Cancelled,3493.01,467.85,103.18
ORD0067420,CUST000150,2025-11-30,Debit Card,Standard,Completed,14971.98,853.39,95.48
ORD0067421,CUST042289,2025-07-23,UPI,Standard,Completed,2828.32,214.82,83.64
ORD0067422,CUST008493,2025-09-01,UPI,Standard,Completed,1566.91,218.11,70.62
ORD0067423,CUST012372,2025-05-02,COD,Standard,Completed,5435.45,675.96,65.63
ORD0067424,CUST039562,2025-02-28,Net Banking,Standard,Completed,7850.79,240.07,54.68
ORD0067425,CUST005217,2024-03-18,UPI,Express,Completed,150.68,6.55,105.13
ORD0067426,CUST032451,2025-01-31,UPI,Standard,Completed,647.61,0.0,97.08
ORD0067427,CUST015477,2024-11-04,Credit Card,Express,Completed,3674.58,495.93,163.36
ORD0067428,CUST036527,2024-03-13,Debit Card,Same Day,Completed,7242.76,6.92,236.33
ORD0067429,CUST015847,2024-10-23,Credit Card,Standard,Completed,2015.49,221.66,97.18
ORD0067430,CUST004943,2024-05-28,Credit Card,Standard,Completed,4158.48,908.5,56.97
ORD0067431,CUST040671,2024-03-22,Credit Card,Standard,Cancelled,2194.06,9.18,86.88
ORD0067432,CUST018480,2025-03-23,Credit Card,Standard,Completed,3787.5,470.64,77.66
ORD0067433,CUST006835,2025-01-26,Debit Card,Standard,Completed,3873.48,254.18,62.17
ORD0067434,CUST007340,2025-08-28,UPI,Standard,Cancelled,2333.99,377.89,47.06
ORD0067435,CUST018563,2024-01-08,COD,Standard,Completed,1198.78,100.78,59.75
ORD0067436,CUST037391,2025-05-08,Debit Card,Express,Completed,4956.3,197.28,187.68
ORD0067437,CUST025277,2024-07-07,Debit Card,Express,Completed,2739.4,439.96,178.2
ORD0067438,CUST049804,2024-04-27,Net Banking,Standard,Completed,1872.72,159.77,83.13
ORD0067439,CUST016251,2024-11-08,Net Banking,Standard,Cancelled,10318.04,835.66,66.18
ORD0067440,CUST001768,2024-08-13,Wallet,Standard,Completed,794.73,206.01,63.65
ORD0067441,CUST047706,2025-10-24,Debit Card,Standard,Completed,4995.91,889.95,45.27
ORD0067442,CUST042809,2024-09-25,Credit Card,Standard,Completed,7088.76,335.29,52.08
ORD0067443,CUST008449,2025-11-17,Debit Card,Standard,Completed,1953.06,165.16,76.47
ORD0067444,CUST029056,2024-10-15,COD,Standard,Completed,9386.68,1912.84,59.96
ORD0067445,CUST012631,2024-09-24,Net Banking,Standard,Completed,1406.91,231.51,72.28
ORD0067446,CUST003684,2025-01-30,Credit Card,Standard,Completed,1478.72,51.54,79.42
ORD0067447,CUST017011,2025-10-15,Net Banking,Standard,Completed,5377.45,493.63,95.05
ORD0067448,CUST010092,2025-05-04,UPI,Standard,Completed,11467.01,1495.36,58.71
ORD0067449,CUST022193,2024-09-13,Debit Card,Express,Completed,3508.79,412.68,117.47
ORD0067450,CUST001602,2025-02-24,UPI,Express,Completed,54378.96,360.08,97.33
ORD0067451,CUST026767,2024-01-25,Wallet,Standard,Completed,11521.63,194.22,42.68
ORD0067452,CUST011765,2025-07-04,UPI,Standard,Completed,1538.08,269.71,54.74
ORD0067453,CUST047978,2025-01-01,Credit Card,Standard,Completed,9022.75,2001.55,89.34
ORD0067454,CUST000119,2024-07-06,Credit Card,Standard,Completed,1282.81,103.21,52.08
ORD0067455,CUST028964,2024-08-23,Credit Card,Standard,Completed,2455.34,423.78,62.7
ORD0067456,CUST020439,2024-07-05,Net Banking,Standard,Completed,2142.43,398.03,58.7
ORD0067457,CUST016221,2025-11-28,Debit Card,Standard,Completed,2982.84,0.0,50.06
ORD0067458,CUST044001,2025-10-11,Credit Card,Same Day,Completed,3358.44,122.89,269.78
ORD0067459,CUST049455,2025-10-07,Debit Card,Express,Completed,2511.53,400.24,134.7
ORD0067460,CUST024974,2025-01-12,Debit Card,Standard,Completed,978.86,141.86,47.58
ORD0067461,CUST020786,2025-08-25,UPI,Standard,Returned,11621.26,1835.98,92.93
ORD0067462,CUST040677,2024-08-17,Debit Card,Standard,Completed,4004.46,695.53,99.96
ORD0067463,CUST004490,2025-05-02,Net Banking,Standard,Completed,1728.08,340.1,74.15
ORD0067464,CUST014218,2025-10-25,Credit Card,Express,Completed,8840.64,0.0,140.54
ORD0067465,CUST033795,2025-04-05,Debit Card,Same Day,Returned,511.55,33.98,331.98
ORD0067466,CUST031715,2024-04-28,Net Banking,Standard,Completed,4654.96,553.36,56.76
ORD0067467,CUST036689,2024-05-20,Wallet,Standard,Completed,2170.56,481.64,58.81
ORD0067468,CUST028640,2024-05-22,Credit Card,Express,Completed,14841.01,1117.64,114.94
ORD0067469,CUST009177,2025-09-27,UPI,Same Day,Completed,10555.18,1084.21,262.8
ORD0067470,CUST001004,2024-11-16,UPI,Express,Completed,1597.68,74.2,91.05
ORD0067471,CUST010871,2025-11-22,UPI,Standard,Completed,1918.66,122.6,96.44
ORD0067472,CUST012753,2025-03-09,UPI,Standard,Completed,2401.52,198.3,77.29
ORD0067473,CUST011384,2024-12-10,Credit Card,Express,Completed,2072.68,349.4,131.24
ORD0067474,CUST000512,2025-09-16,UPI,Standard,Completed,3862.65,833.54,75.1
ORD0067475,CUST006045,2025-06-26,Debit Card,Standard,Completed,1375.9,94.14,95.48
ORD0067476,CUST018884,2024-07-07,Net Banking,Standard,Returned,14708.24,1420.08,92.95
ORD0067477,CUST048597,2025-09-11,Wallet,Express,Completed,445.51,0.0,173.42
ORD0067478,CUST034738,2024-06-13,Net Banking,Standard,Completed,7133.67,1500.81,77.02
ORD0067479,CUST007726,2025-08-27,Net Banking,Standard,Completed,11526.89,332.29,76.42
ORD0067480,CUST026813,2024-05-09,UPI,Same Day,Completed,520.26,0.0,238.52
ORD0067481,CUST007942,2024-10-09,UPI,Standard,Completed,1001.22,169.77,94.52
ORD0067482,CUST029811,2024-12-31,Net Banking,Same Day,Returned,2702.15,328.78,303.64
ORD0067483,CUST015817,2025-02-08,Wallet,Standard,Completed,8503.58,829.12,62.1
ORD0067484,CUST020874,2025-05-27,Credit Card,Standard,Completed,11006.4,432.28,89.29
ORD0067485,CUST014664,2025-04-29,Debit Card,Standard,Completed,6149.88,516.22,98.13
ORD0067486,CUST045321,2024-01-27,COD,Express,Completed,6025.22,706.31,97.05
ORD0067487,CUST021531,2025-12-10,Debit Card,Express,Completed,5537.06,434.88,196.72
ORD0067488,CUST026429,2025-09-01,Debit Card,Express,Completed,9216.36,938.22,196.56
ORD0067489,CUST029951,2024-08-26,Credit Card,Standard,Returned,6883.24,1113.68,42.81
ORD0067490,CUST028558,2025-02-24,Debit Card,Express,Completed,1599.14,57.62,160.71
ORD0067491,CUST001070,2024-12-06,UPI,Same Day,Completed,12250.14,965.21,221.22
ORD0067492,CUST013339,2024-04-13,UPI,Standard,Completed,2843.8,745.76,54.98
ORD0067493,CUST046545,2024-12-13,Credit Card,Express,Completed,2494.26,618.93,166.97
ORD0067494,CUST043839,2024-12-06,Credit Card,Standard,Completed,3917.46,372.35,91.23
ORD0067495,CUST023418,2025-10-27,UPI,Standard,Cancelled,36677.29,526.64,45.2
ORD0067496,CUST015549,2025-08-01,Debit Card,Same Day,Completed,6037.45,897.45,319.75
ORD0067497,CUST013584,2025-01-04,Debit Card,Standard,Completed,12491.68,2100.1,49.61
ORD0067498,CUST026475,2024-05-15,Debit Card,Express,Completed,1929.93,37.46,108.04
ORD0067499,CUST001561,2025-09-19,UPI,Same Day,Completed,2615.47,433.68,218.84
ORD0067500,CUST022966,2024-12-29,COD,Standard,Completed,813.49,187.25,68.18
ORD0067501,CUST046685,2024-06-28,UPI,Standard,Completed,3641.81,418.56,89.49
ORD0067502,CUST036515,2025-03-18,Net Banking,Express,Completed,1047.5,183.79,109.28
ORD0067503,CUST039898,2024-09-11,Credit Card,Standard,Completed,890.28,232.56,67.63
ORD0067504,CUST004219,2025-01-22,Debit Card,Standard,Completed,4111.17,352.79,74.5
ORD0067505,CUST025479,2025-03-11,UPI,Express,Completed,8436.34,1997.2,135.29
ORD0067506,CUST019394,2024-10-13,Wallet,Standard,Completed,451.21,27.63,69.19
ORD0067507,CUST001009,2024-05-11,Debit Card,Standard,Completed,456.74,47.76,78.63
ORD0067508,CUST009671,2024-05-14,Net Banking,Standard,Completed,5340.75,574.84,77.93
ORD0067509,CUST023020,2025-06-11,Wallet,Standard,Completed,6501.58,772.44,48.23
ORD0067510,CUST025578,2024-07-03,Debit Card,Standard,Returned,2175.45,11.89,73.19
ORD0067511,CUST042072,2024-04-09,UPI,Express,Completed,4281.02,258.56,171.8
ORD0067512,CUST014516,2024-10-22,Debit Card,Express,Completed,3530.73,354.43,139.89
ORD0067513,CUST028776,2025-01-16,UPI,Standard,Completed,9068.65,327.4,46.7
ORD0067514,CUST004216,2024-01-01,Credit Card,Standard,Completed,6592.88,1045.96,98.77
ORD0067515,CUST024615,2025-08-22,Credit Card,Express,Returned,10879.25,1324.22,96.65
ORD0067516,CUST006017,2025-07-16,Net Banking,Express,Completed,2744.05,687.43,142.37
ORD0067517,CUST034764,2024-07-06,UPI,Standard,Completed,5276.09,380.85,53.49
ORD0067518,CUST016918,2025-01-22,Net Banking,Express,Completed,7297.74,0.0,132.6
ORD0067519,CUST003827,2024-06-13,Credit Card,Standard,Completed,9682.04,946.81,53.83
ORD0067520,CUST008266,2024-03-03,UPI,Express,Completed,9578.67,1231.22,114.63
ORD0067521,CUST001776,2024-06-13,Credit Card,Standard,Completed,8604.43,952.77,69.13
ORD0067522,CUST022813,2025-04-12,UPI,Standard,Completed,9641.04,1986.68,47.53
ORD0067523,CUST004497,2025-06-14,Credit Card,Express,Completed,1346.79,354.01,116.53
ORD0067524,CUST040065,2024-01-31,UPI,Express,Completed,7861.38,181.8,112.81
ORD0067525,CUST039134,2024-12-05,UPI,Standard,Completed,1840.3,263.34,54.14
ORD0067526,CUST020239,2024-10-24,COD,Standard,Completed,4993.26,917.94,84.01
ORD0067527,CUST033604,2024-01-05,COD,Standard,Completed,4543.43,1152.7,99.82
ORD0067528,CUST012513,2025-10-31,Debit Card,Express,Completed,424.8,84.51,156.54
ORD0067529,CUST002631,2025-02-15,UPI,Standard,Completed,3742.76,172.39,60.17
ORD0067530,CUST003901,2025-02-28,UPI,Standard,Completed,2274.84,186.99,57.89
ORD0067531,CUST027356,2025-05-29,Credit Card,Standard,Completed,965.4,67.75,43.79
ORD0067532,CUST043220,2024-04-05,Credit Card,Express,Completed,3741.82,310.19,185.93
ORD0067533,CUST028357,2024-07-29,Debit Card,Standard,Completed,2570.94,418.93,72.25
ORD0067534,CUST017657,2025-09-02,Net Banking,Express,Completed,646.04,30.51,140.68
ORD0067535,CUST036968,2025-01-06,UPI,Standard,Completed,7915.79,1417.28,41.84
ORD0067536,CUST007356,2025-11-10,UPI,Standard,Cancelled,4046.08,670.46,58.06
ORD0067537,CUST035889,2025-08-17,Credit Card,Express,Completed,1001.52,220.45,188.9
ORD0067538,CUST017670,2024-09-09,UPI,Express,Completed,558.26,79.36,153.21
ORD0067539,CUST019075,2025-10-31,Debit Card,Standard,Completed,1270.49,117.43,83.29
ORD0067540,CUST026174,2025-09-16,COD,Express,Completed,12714.69,1287.35,133.38
ORD0067541,CUST027630,2024-07-08,UPI,Same Day,Completed,5576.47,243.2,336.89
ORD0067542,CUST038133,2024-07-06,COD,Standard,Completed,3501.61,6.42,56.04
ORD0067543,CUST042149,2025-04-30,COD,Express,Completed,888.01,148.14,190.92
ORD0067544,CUST000893,2025-07-07,UPI,Express,Completed,6336.66,505.24,168.86
ORD0067545,CUST047140,2024-12-13,Wallet,Standard,Completed,272.26,31.73,46.8
ORD0067546,CUST042235,2025-06-07,Wallet,Express,Completed,3202.69,246.04,189.79
ORD0067547,CUST016498,2025-11-17,Debit Card,Standard,Completed,2892.96,674.06,92.07
ORD0067548,CUST033488,2025-04-05,Debit Card,Same Day,Cancelled,8130.71,742.8,321.53
ORD0067549,CUST014516,2024-10-28,Net Banking,Standard,Completed,2545.35,319.08,76.13
ORD0067550,CUST034137,2025-10-29,UPI,Express,Completed,7969.79,623.08,184.47
ORD0067551,CUST036821,2024-10-01,Net Banking,Standard,Completed,1662.23,39.03,58.86
ORD0067552,CUST007340,2024-02-16,Debit Card,Express,Completed,1343.26,241.98,163.34
ORD0067553,CUST000734,2025-07-16,UPI,Standard,Completed,1527.9,229.85,41.4
ORD0067554,CUST030986,2025-11-11,UPI,Standard,Completed,4193.32,678.58,85.37
ORD0067555,CUST002276,2025-04-19,UPI,Standard,Completed,3016.66,617.49,85.18
ORD0067556,CUST017666,2025-01-24,Debit Card,Express,Completed,246.08,60.74,153.45
ORD0067557,CUST045247,2024-10-04,Debit Card,Standard,Completed,5452.76,899.9,41.77
ORD0067558,CUST027048,2024-08-29,UPI,Standard,Completed,1362.9,75.88,64.55
ORD0067559,CUST036041,2024-10-16,Debit Card,Standard,Completed,417.86,3.94,80.19
ORD0067560,CUST033512,2025-10-30,Wallet,Standard,Cancelled,3913.9,92.88,98.82
ORD0067561,CUST043257,2024-02-06,Credit Card,Standard,Completed,1151.91,219.01,53.93
ORD0067562,CUST015556,2024-09-26,Credit Card,Standard,Completed,7753.28,678.18,72.68
ORD0067563,CUST011692,2024-02-02,UPI,Express,Completed,572.13,46.89,181.16
ORD0067564,CUST020094,2024-06-21,Credit Card,Standard,Completed,7066.38,1076.61,59.07
ORD0067565,CUST048112,2024-05-25,Credit Card,Standard,Completed,7196.67,471.24,99.25
ORD0067566,CUST011498,2024-04-20,Net Banking,Standard,Completed,3233.22,604.84,57.62
ORD0067567,CUST015440,2025-08-04,COD,Express,Completed,1555.94,273.64,90.85
ORD0067568,CUST022788,2025-03-19,Debit Card,Standard,Completed,4249.87,919.46,75.35
ORD0067569,CUST030284,2025-06-27,Credit Card,Express,Completed,1227.0,254.92,135.69
ORD0067570,CUST013964,2024-06-29,Net Banking,Express,Completed,513.14,118.16,162.26
ORD0067571,CUST042023,2025-01-25,UPI,Standard,Returned,1518.5,153.96,76.87
ORD0067572,CUST013294,2025-05-02,Debit Card,Standard,Completed,4308.03,181.14,96.76
ORD0067573,CUST031752,2025-05-20,UPI,Express,Completed,3112.44,822.1,148.65
ORD0067574,CUST041061,2025-07-24,UPI,Standard,Completed,511.05,97.26,69.65
ORD0067575,CUST040561,2025-03-11,Net Banking,Standard,Completed,3117.59,607.34,53.31
ORD0067576,CUST019377,2024-02-12,COD,Express,Completed,2573.21,435.71,162.92
ORD0067577,CUST022333,2024-01-15,UPI,Standard,Completed,1945.6,464.68,53.7
ORD0067578,CUST045943,2024-12-26,Wallet,Same Day,Completed,85.24,12.61,237.1
ORD0067579,CUST017432,2025-10-23,Net Banking,Express,Cancelled,15505.27,2056.08,199.79
ORD0067580,CUST013141,2025-05-13,UPI,Standard,Completed,4369.66,860.5,64.02
ORD0067581,CUST021831,2024-01-20,UPI,Express,Completed,3975.79,881.56,192.12
ORD0067582,CUST032950,2024-08-24,Credit Card,Standard,Completed,11784.56,2092.11,69.84
ORD0067583,CUST040617,2025-04-11,UPI,Standard,Completed,7455.63,539.34,68.85
ORD0067584,CUST010306,2024-01-26,UPI,Express,Completed,2476.95,112.43,133.51
ORD0067585,CUST048887,2025-10-27,UPI,Standard,Returned,4178.29,131.34,80.32
ORD0067586,CUST036018,2025-09-23,Credit Card,Standard,Completed,10441.64,1512.53,74.66
ORD0067587,CUST013368,2024-05-25,UPI,Standard,Cancelled,3513.07,52.7,52.69
ORD0067588,CUST033513,2025-08-22,Debit Card,Same Day,Completed,4347.96,739.37,317.63
ORD0067589,CUST017997,2024-03-01,UPI,Express,Completed,3534.26,840.42,151.2
ORD0067590,CUST003622,2024-10-03,Credit Card,Standard,Completed,827.71,142.52,86.84
ORD0067591,CUST045539,2025-09-20,Wallet,Standard,Completed,1875.92,456.02,93.9
ORD0067592,CUST014040,2025-12-05,Net Banking,Standard,Completed,3321.94,460.86,42.47
ORD0067593,CUST034355,2025-06-28,Credit Card,Standard,Completed,6401.29,357.89,53.9
ORD0067594,CUST033317,2024-03-17,Credit Card,Standard,Completed,6355.8,467.74,66.19
ORD0067595,CUST049575,2025-06-02,Net Banking,Standard,Completed,1924.89,104.56,49.49
